service_id,date,exception_type
7,20200416,1
7,20200417,1
7,20200418,1
7,20200419,1
7,20200420,1
7,20200421,1
7,20200422,1
7,20200423,1
7,20200424,1
7,20200425,1
7,20200426,1
7,20200427,1
7,20200428,1
7,20200429,1
7,20200430,1
7,20200501,1
7,20200502,1
7,20200503,1
7,20200504,1
7,20200505,1
7,20200506,1
7,20200507,1
7,20200508,1
7,20200509,1
7,20200510,1
7,20200511,1
7,20200512,1
7,20200513,1
7,20200514,1
7,20200515,1
7,20200516,1
7,20200517,1
7,20200518,1
7,20200519,1
7,20200520,1
7,20200521,1
7,20200522,1
7,20200523,1
7,20200524,1
7,20200525,1
7,20200526,1
7,20200527,1
7,20200528,1
7,20200529,1
7,20200530,1
7,20200531,1
7,20200601,1
7,20200602,1
7,20200603,1
7,20200604,1
7,20200605,1
7,20200606,1
7,20200607,1
7,20200608,1
7,20200609,1
7,20200610,1
7,20200611,1
7,20200612,1
7,20200613,1
7,20200614,1
7,20200615,1
7,20200616,1
7,20200617,1
7,20200618,1
8,20200210,1
8,20200211,1
8,20200212,1
8,20200213,1
8,20200214,1
8,20200215,1
8,20200217,1
8,20200218,1
8,20200219,1
8,20200220,1
8,20200221,1
8,20200222,1
8,20200224,1
8,20200225,1
8,20200226,1
8,20200227,1
8,20200228,1
8,20200229,1
8,20200302,1
8,20200303,1
8,20200304,1
8,20200305,1
8,20200306,1
8,20200307,1
8,20200309,1
8,20200310,1
8,20200311,1
8,20200312,1
8,20200313,1
8,20200314,1
8,20200316,1
8,20200317,1
8,20200318,1
8,20200319,1
8,20200320,1
8,20200321,1
8,20200323,1
8,20200324,1
8,20200325,1
8,20200326,1
8,20200327,1
8,20200328,1
8,20200330,1
8,20200331,1
8,20200401,1
8,20200402,1
8,20200403,1
8,20200404,1
8,20200406,1
8,20200407,1
8,20200408,1
8,20200409,1
8,20200410,1
8,20200411,1
8,20200413,1
8,20200414,1
8,20200415,1
8,20200416,1
8,20200417,1
8,20200418,1
8,20200420,1
8,20200421,1
8,20200422,1
8,20200423,1
8,20200424,1
8,20200425,1
8,20200427,1
8,20200428,1
8,20200429,1
8,20200430,1
8,20200501,1
8,20200502,1
8,20200504,1
8,20200505,1
8,20200506,1
8,20200507,1
8,20200508,1
8,20200509,1
8,20200511,1
8,20200512,1
8,20200513,1
8,20200514,1
8,20200515,1
8,20200516,1
8,20200518,1
8,20200519,1
8,20200520,1
8,20200521,1
8,20200522,1
8,20200523,1
8,20200525,1
8,20200526,1
8,20200527,1
8,20200528,1
8,20200529,1
8,20200530,1
8,20200601,1
8,20200602,1
8,20200603,1
8,20200604,1
8,20200605,1
8,20200606,1
8,20200608,1
8,20200609,1
8,20200610,1
8,20200611,1
8,20200612,1
8,20200613,1
8,20200615,1
8,20200616,1
8,20200617,1
8,20200618,1
9,20200209,1
9,20200216,1
9,20200223,1
9,20200301,1
9,20200308,1
9,20200315,1
9,20200322,1
9,20200329,1
9,20200405,1
9,20200412,1
9,20200419,1
9,20200426,1
9,20200503,1
9,20200510,1
9,20200517,1
9,20200524,1
9,20200531,1
9,20200607,1
9,20200614,1
10,20200209,1
11,20200215,1
11,20200216,1
11,20200222,1
11,20200223,1
11,20200229,1
11,20200301,1
11,20200307,1
11,20200308,1
11,20200314,1
11,20200315,1
11,20200321,1
11,20200322,1
11,20200328,1
11,20200329,1
11,20200404,1
11,20200405,1
11,20200410,1
11,20200411,1
11,20200412,1
11,20200413,1
11,20200418,1
11,20200419,1
11,20200425,1
11,20200426,1
11,20200501,1
11,20200502,1
11,20200503,1
11,20200509,1
11,20200510,1
11,20200516,1
11,20200517,1
11,20200521,1
11,20200523,1
11,20200524,1
11,20200530,1
11,20200531,1
11,20200606,1
11,20200607,1
11,20200613,1
11,20200614,1
12,20200215,1
12,20200222,1
12,20200229,1
12,20200307,1
12,20200314,1
12,20200321,1
12,20200328,1
12,20200404,1
12,20200410,1
12,20200411,1
12,20200412,1
12,20200418,1
12,20200425,1
12,20200501,1
12,20200502,1
12,20200509,1
12,20200516,1
12,20200523,1
12,20200530,1
12,20200606,1
12,20200613,1
13,20200214,1
13,20200221,1
13,20200228,1
13,20200306,1
13,20200313,1
13,20200320,1
13,20200327,1
13,20200403,1
13,20200409,1
13,20200417,1
13,20200424,1
13,20200429,1
13,20200430,1
13,20200508,1
13,20200515,1
13,20200520,1
13,20200522,1
13,20200529,1
13,20200605,1
13,20200612,1
14,20200209,1
14,20200216,1
14,20200223,1
14,20200301,1
14,20200308,1
14,20200315,1
14,20200322,1
14,20200329,1
14,20200405,1
14,20200413,1
14,20200419,1
14,20200426,1
14,20200503,1
14,20200510,1
14,20200517,1
14,20200521,1
14,20200524,1
14,20200531,1
14,20200607,1
14,20200614,1
15,20200210,1
15,20200211,1
15,20200212,1
15,20200213,1
15,20200217,1
15,20200218,1
15,20200219,1
15,20200220,1
15,20200224,1
15,20200225,1
15,20200226,1
15,20200227,1
15,20200302,1
15,20200303,1
15,20200304,1
15,20200305,1
15,20200309,1
15,20200310,1
15,20200311,1
15,20200312,1
15,20200316,1
15,20200317,1
15,20200318,1
15,20200319,1
15,20200323,1
15,20200324,1
15,20200325,1
15,20200326,1
15,20200330,1
15,20200331,1
15,20200401,1
15,20200402,1
15,20200406,1
15,20200407,1
15,20200408,1
15,20200414,1
15,20200415,1
15,20200416,1
15,20200420,1
15,20200421,1
15,20200422,1
15,20200423,1
15,20200427,1
15,20200428,1
15,20200504,1
15,20200505,1
15,20200506,1
15,20200507,1
15,20200511,1
15,20200512,1
15,20200513,1
15,20200514,1
15,20200518,1
15,20200519,1
15,20200525,1
15,20200526,1
15,20200527,1
15,20200528,1
15,20200601,1
15,20200602,1
15,20200603,1
15,20200604,1
15,20200608,1
15,20200609,1
15,20200610,1
15,20200611,1
16,20200210,1
16,20200211,1
16,20200212,1
16,20200213,1
16,20200214,1
16,20200215,1
16,20200216,1
16,20200217,1
16,20200218,1
16,20200219,1
16,20200220,1
16,20200221,1
16,20200222,1
16,20200223,1
16,20200224,1
16,20200225,1
16,20200226,1
16,20200227,1
16,20200228,1
16,20200229,1
16,20200301,1
16,20200302,1
16,20200303,1
16,20200304,1
16,20200305,1
16,20200306,1
16,20200307,1
16,20200308,1
16,20200309,1
16,20200310,1
16,20200311,1
16,20200312,1
16,20200313,1
16,20200314,1
16,20200315,1
16,20200316,1
16,20200317,1
16,20200318,1
16,20200319,1
16,20200320,1
16,20200321,1
16,20200322,1
16,20200323,1
16,20200324,1
16,20200325,1
16,20200326,1
16,20200327,1
16,20200328,1
16,20200329,1
16,20200330,1
16,20200331,1
16,20200401,1
16,20200402,1
16,20200403,1
16,20200404,1
16,20200405,1
16,20200406,1
16,20200407,1
16,20200408,1
16,20200409,1
16,20200410,1
16,20200411,1
16,20200412,1
16,20200413,1
16,20200414,1
16,20200415,1
16,20200416,1
16,20200417,1
16,20200418,1
16,20200419,1
16,20200420,1
16,20200421,1
16,20200422,1
16,20200423,1
16,20200424,1
16,20200425,1
16,20200426,1
16,20200427,1
16,20200428,1
16,20200429,1
16,20200430,1
16,20200501,1
16,20200502,1
16,20200503,1
16,20200504,1
16,20200505,1
16,20200506,1
16,20200507,1
16,20200508,1
16,20200509,1
16,20200510,1
16,20200511,1
16,20200512,1
16,20200513,1
16,20200514,1
16,20200515,1
16,20200516,1
16,20200517,1
16,20200518,1
16,20200519,1
16,20200520,1
16,20200521,1
16,20200522,1
16,20200523,1
16,20200524,1
16,20200525,1
16,20200526,1
16,20200527,1
16,20200528,1
16,20200529,1
16,20200530,1
16,20200531,1
16,20200601,1
16,20200602,1
16,20200603,1
16,20200604,1
16,20200605,1
16,20200606,1
16,20200607,1
16,20200608,1
16,20200609,1
16,20200610,1
16,20200611,1
16,20200612,1
16,20200613,1
16,20200614,1
17,20200214,1
17,20200215,1
17,20200221,1
17,20200222,1
17,20200228,1
17,20200229,1
17,20200306,1
17,20200307,1
17,20200313,1
17,20200314,1
17,20200320,1
17,20200321,1
17,20200327,1
17,20200328,1
17,20200403,1
17,20200404,1
17,20200409,1
17,20200410,1
17,20200411,1
17,20200412,1
17,20200417,1
17,20200418,1
17,20200424,1
17,20200425,1
17,20200429,1
17,20200430,1
17,20200501,1
17,20200502,1
17,20200508,1
17,20200509,1
17,20200515,1
17,20200516,1
17,20200520,1
17,20200522,1
17,20200523,1
17,20200529,1
17,20200530,1
17,20200605,1
17,20200606,1
17,20200612,1
17,20200613,1
18,20200210,1
18,20200211,1
18,20200212,1
18,20200213,1
18,20200216,1
18,20200217,1
18,20200218,1
18,20200219,1
18,20200220,1
18,20200223,1
18,20200224,1
18,20200225,1
18,20200226,1
18,20200227,1
18,20200301,1
18,20200302,1
18,20200303,1
18,20200304,1
18,20200305,1
18,20200308,1
18,20200309,1
18,20200310,1
18,20200311,1
18,20200312,1
18,20200315,1
18,20200316,1
18,20200317,1
18,20200318,1
18,20200319,1
18,20200322,1
18,20200323,1
18,20200324,1
18,20200325,1
18,20200326,1
18,20200329,1
18,20200330,1
18,20200331,1
18,20200401,1
18,20200402,1
18,20200405,1
18,20200406,1
18,20200407,1
18,20200408,1
18,20200413,1
18,20200414,1
18,20200415,1
18,20200416,1
18,20200419,1
18,20200420,1
18,20200421,1
18,20200422,1
18,20200423,1
18,20200426,1
18,20200427,1
18,20200428,1
18,20200503,1
18,20200504,1
18,20200505,1
18,20200506,1
18,20200507,1
18,20200510,1
18,20200511,1
18,20200512,1
18,20200513,1
18,20200514,1
18,20200517,1
18,20200518,1
18,20200519,1
18,20200521,1
18,20200524,1
18,20200525,1
18,20200526,1
18,20200527,1
18,20200528,1
18,20200531,1
18,20200601,1
18,20200602,1
18,20200603,1
18,20200604,1
18,20200607,1
18,20200608,1
18,20200609,1
18,20200610,1
18,20200611,1
18,20200614,1
19,20200210,1
19,20200211,1
19,20200212,1
19,20200213,1
19,20200214,1
19,20200224,1
19,20200225,1
19,20200226,1
19,20200227,1
19,20200228,1
19,20200302,1
19,20200303,1
19,20200304,1
19,20200305,1
19,20200306,1
19,20200309,1
19,20200310,1
19,20200311,1
19,20200312,1
19,20200313,1
19,20200316,1
19,20200317,1
19,20200318,1
19,20200319,1
19,20200320,1
19,20200324,1
19,20200325,1
19,20200326,1
19,20200327,1
19,20200330,1
19,20200331,1
19,20200401,1
19,20200402,1
19,20200403,1
19,20200414,1
19,20200415,1
19,20200416,1
19,20200417,1
19,20200420,1
19,20200421,1
19,20200422,1
19,20200423,1
19,20200424,1
19,20200427,1
19,20200428,1
19,20200429,1
19,20200430,1
19,20200504,1
19,20200505,1
19,20200506,1
19,20200507,1
19,20200508,1
19,20200511,1
19,20200512,1
19,20200513,1
19,20200514,1
19,20200515,1
19,20200518,1
19,20200519,1
19,20200520,1
19,20200525,1
19,20200526,1
19,20200527,1
19,20200528,1
19,20200529,1
19,20200601,1
19,20200602,1
19,20200603,1
19,20200604,1
19,20200605,1
19,20200608,1
19,20200609,1
19,20200610,1
19,20200611,1
20,20200210,1
20,20200211,1
20,20200212,1
20,20200213,1
20,20200214,1
20,20200224,1
20,20200225,1
20,20200226,1
20,20200227,1
20,20200228,1
20,20200302,1
20,20200303,1
20,20200304,1
20,20200305,1
20,20200306,1
20,20200309,1
20,20200310,1
20,20200311,1
20,20200312,1
20,20200313,1
20,20200316,1
20,20200317,1
20,20200318,1
20,20200319,1
20,20200320,1
20,20200323,1
20,20200324,1
20,20200325,1
20,20200326,1
20,20200327,1
20,20200330,1
20,20200331,1
20,20200401,1
20,20200402,1
20,20200403,1
20,20200414,1
20,20200415,1
20,20200416,1
20,20200417,1
20,20200420,1
20,20200421,1
20,20200422,1
20,20200423,1
20,20200424,1
20,20200427,1
20,20200428,1
20,20200429,1
20,20200504,1
20,20200505,1
20,20200506,1
20,20200507,1
20,20200508,1
20,20200511,1
20,20200512,1
20,20200513,1
20,20200514,1
20,20200515,1
20,20200518,1
20,20200519,1
20,20200520,1
20,20200525,1
20,20200526,1
20,20200527,1
20,20200528,1
20,20200529,1
20,20200601,1
20,20200602,1
20,20200603,1
20,20200604,1
20,20200605,1
20,20200608,1
20,20200609,1
21,20200210,1
21,20200224,1
21,20200302,1
21,20200309,1
21,20200316,1
21,20200323,1
21,20200330,1
21,20200420,1
21,20200427,1
21,20200504,1
21,20200511,1
21,20200518,1
21,20200525,1
21,20200601,1
21,20200608,1
22,20200214,1
22,20200221,1
22,20200228,1
22,20200306,1
22,20200313,1
22,20200320,1
22,20200327,1
22,20200403,1
22,20200409,1
22,20200417,1
22,20200424,1
22,20200430,1
22,20200508,1
22,20200515,1
22,20200520,1
22,20200522,1
22,20200529,1
22,20200605,1
22,20200612,1
23,20200217,1
23,20200218,1
23,20200219,1
23,20200220,1
23,20200221,1
23,20200406,1
23,20200407,1
23,20200408,1
23,20200409,1
23,20200430,1
23,20200522,1
23,20200610,1
23,20200611,1
23,20200612,1
24,20200215,1
24,20200222,1
24,20200229,1
24,20200307,1
24,20200314,1
24,20200321,1
24,20200328,1
24,20200404,1
24,20200411,1
24,20200418,1
24,20200425,1
24,20200502,1
24,20200509,1
24,20200516,1
24,20200523,1
24,20200530,1
24,20200613,1
25,20200209,1
25,20200216,1
25,20200223,1
25,20200301,1
25,20200308,1
25,20200315,1
25,20200322,1
25,20200329,1
25,20200405,1
25,20200410,1
25,20200412,1
25,20200413,1
25,20200419,1
25,20200426,1
25,20200501,1
25,20200503,1
25,20200510,1
25,20200517,1
25,20200521,1
25,20200524,1
25,20200531,1
25,20200606,1
25,20200607,1
25,20200614,1
26,20200410,1
26,20200412,1
26,20200501,1
26,20200606,1
27,20200210,1
27,20200213,1
27,20200214,1
27,20200224,1
27,20200227,1
27,20200228,1
27,20200302,1
27,20200305,1
27,20200306,1
27,20200309,1
27,20200312,1
27,20200313,1
27,20200316,1
27,20200319,1
27,20200320,1
27,20200323,1
27,20200326,1
27,20200327,1
27,20200330,1
27,20200402,1
27,20200403,1
27,20200416,1
27,20200417,1
27,20200420,1
27,20200423,1
27,20200424,1
27,20200427,1
27,20200504,1
27,20200507,1
27,20200508,1
27,20200511,1
27,20200514,1
27,20200515,1
27,20200518,1
27,20200525,1
27,20200528,1
27,20200529,1
27,20200601,1
27,20200604,1
27,20200605,1
27,20200608,1
28,20200212,1
28,20200226,1
28,20200304,1
28,20200311,1
28,20200318,1
28,20200325,1
28,20200401,1
28,20200415,1
28,20200422,1
28,20200429,1
28,20200506,1
28,20200513,1
28,20200520,1
28,20200527,1
28,20200603,1
29,20200211,1
29,20200225,1
29,20200303,1
29,20200310,1
29,20200317,1
29,20200324,1
29,20200331,1
29,20200414,1
29,20200421,1
29,20200428,1
29,20200505,1
29,20200512,1
29,20200519,1
29,20200526,1
29,20200602,1
29,20200609,1
30,20200211,1
30,20200212,1
30,20200225,1
30,20200226,1
30,20200303,1
30,20200304,1
30,20200310,1
30,20200311,1
30,20200317,1
30,20200318,1
30,20200324,1
30,20200325,1
30,20200331,1
30,20200401,1
30,20200414,1
30,20200415,1
30,20200421,1
30,20200422,1
30,20200428,1
30,20200429,1
30,20200505,1
30,20200506,1
30,20200512,1
30,20200513,1
30,20200519,1
30,20200520,1
30,20200526,1
30,20200527,1
30,20200602,1
30,20200603,1
30,20200609,1
31,20200210,1
31,20200211,1
31,20200212,1
31,20200213,1
31,20200224,1
31,20200225,1
31,20200226,1
31,20200227,1
31,20200302,1
31,20200303,1
31,20200304,1
31,20200305,1
31,20200309,1
31,20200310,1
31,20200311,1
31,20200312,1
31,20200316,1
31,20200317,1
31,20200318,1
31,20200319,1
31,20200323,1
31,20200324,1
31,20200325,1
31,20200326,1
31,20200330,1
31,20200331,1
31,20200401,1
31,20200402,1
31,20200414,1
31,20200415,1
31,20200416,1
31,20200420,1
31,20200421,1
31,20200422,1
31,20200423,1
31,20200427,1
31,20200428,1
31,20200429,1
31,20200504,1
31,20200505,1
31,20200506,1
31,20200507,1
31,20200511,1
31,20200512,1
31,20200513,1
31,20200514,1
31,20200518,1
31,20200519,1
31,20200520,1
31,20200525,1
31,20200526,1
31,20200527,1
31,20200528,1
31,20200601,1
31,20200602,1
31,20200603,1
31,20200604,1
31,20200608,1
31,20200609,1
32,20200210,1
32,20200213,1
32,20200224,1
32,20200227,1
32,20200302,1
32,20200305,1
32,20200309,1
32,20200312,1
32,20200316,1
32,20200319,1
32,20200323,1
32,20200326,1
32,20200330,1
32,20200402,1
32,20200416,1
32,20200420,1
32,20200423,1
32,20200427,1
32,20200504,1
32,20200507,1
32,20200511,1
32,20200514,1
32,20200518,1
32,20200525,1
32,20200528,1
32,20200601,1
32,20200604,1
32,20200608,1
33,20200210,1
33,20200212,1
33,20200224,1
33,20200226,1
33,20200302,1
33,20200304,1
33,20200309,1
33,20200311,1
33,20200316,1
33,20200318,1
33,20200323,1
33,20200325,1
33,20200330,1
33,20200401,1
33,20200415,1
33,20200420,1
33,20200422,1
33,20200427,1
33,20200429,1
33,20200504,1
33,20200506,1
33,20200511,1
33,20200513,1
33,20200518,1
33,20200520,1
33,20200525,1
33,20200527,1
33,20200601,1
33,20200603,1
33,20200608,1
34,20200211,1
34,20200213,1
34,20200225,1
34,20200227,1
34,20200303,1
34,20200305,1
34,20200310,1
34,20200312,1
34,20200317,1
34,20200319,1
34,20200324,1
34,20200326,1
34,20200331,1
34,20200402,1
34,20200414,1
34,20200416,1
34,20200421,1
34,20200423,1
34,20200428,1
34,20200505,1
34,20200507,1
34,20200512,1
34,20200514,1
34,20200519,1
34,20200526,1
34,20200528,1
34,20200602,1
34,20200604,1
34,20200609,1
35,20200210,1
35,20200212,1
35,20200213,1
35,20200224,1
35,20200226,1
35,20200227,1
35,20200302,1
35,20200304,1
35,20200305,1
35,20200309,1
35,20200311,1
35,20200312,1
35,20200316,1
35,20200318,1
35,20200319,1
35,20200323,1
35,20200325,1
35,20200326,1
35,20200330,1
35,20200401,1
35,20200402,1
35,20200415,1
35,20200416,1
35,20200420,1
35,20200422,1
35,20200423,1
35,20200427,1
35,20200429,1
35,20200504,1
35,20200506,1
35,20200507,1
35,20200511,1
35,20200513,1
35,20200514,1
35,20200518,1
35,20200520,1
35,20200525,1
35,20200527,1
35,20200528,1
35,20200601,1
35,20200603,1
35,20200604,1
35,20200608,1
36,20200214,1
36,20200228,1
36,20200306,1
36,20200313,1
36,20200320,1
36,20200327,1
36,20200403,1
36,20200417,1
36,20200424,1
36,20200508,1
36,20200515,1
36,20200529,1
36,20200605,1
37,20200213,1
37,20200227,1
37,20200305,1
37,20200312,1
37,20200319,1
37,20200326,1
37,20200402,1
37,20200416,1
37,20200423,1
37,20200507,1
37,20200514,1
37,20200528,1
37,20200604,1
38,20200210,1
38,20200212,1
38,20200213,1
38,20200214,1
38,20200224,1
38,20200226,1
38,20200227,1
38,20200228,1
38,20200302,1
38,20200304,1
38,20200305,1
38,20200306,1
38,20200309,1
38,20200311,1
38,20200312,1
38,20200313,1
38,20200316,1
38,20200318,1
38,20200319,1
38,20200320,1
38,20200323,1
38,20200325,1
38,20200326,1
38,20200327,1
38,20200330,1
38,20200401,1
38,20200402,1
38,20200403,1
38,20200415,1
38,20200416,1
38,20200417,1
38,20200420,1
38,20200422,1
38,20200423,1
38,20200424,1
38,20200427,1
38,20200429,1
